ID,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED,TITLE,TITLE_REMAINDER,AUTHOR,AUTHOR_QUALIFIER,AUTHOR_DATE,EDITION,BEGIN_PUBLICATION_DATE,PUBDATE_260,PUBDATE_264,PUBPLACE_260,PUBPLACE_264,PUBLISHER_260,PUBLISHER_264,EXTENT,ASSOCIATED_ISBNS,ASSOCIATED_OCLC_NUMBERS,LCCN,ATHABASCA,BROCK,CALGARY,CONCORDIA,LAC,LAVAL,MANITOBA,MCGILL,MEMORIAL,MONTREAL,OTTAWA,QUEENS,REGINA,TORONTO,UALBERTA,UBC,WILFRID_LAURIER,ALL_SCHOOLS,TITLE_MATCH_COUNT,ATHABASCA_RETENTION,BROCK_RETENTION,MEMORIAL_RETENTION,TORONTO_RETENTION,LAC_RETENTION,UBC_RETENTION,CALGARY_RETENTION,UALBERTA_RETENTION,CONCORDIA_RETENTION,LAVAL_RETENTION,MANITOBA_RETENTION,MCGILL_RETENTION,MONTREAL_RETENTION,QUEENS_RETENTION,REGINA_RETENTION,WILFRID_LAURIER_RETENTION,OTTAWA_RETENTION,RETENTIONS_APPLIED
9924,questionnationaleetethnicitelediscoursdeleadersjuifsdelaregiondemontreal-ther-1993,Question nationale et ethnicite?. Le discours de leaders juifs de la re?gion de Montre?al /,,"Therrien, Marthe.",,,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,132 pages,"2921600110, 9782921600118",1131559951,,,,,,,YES,,,,,,,,,,,,LAVAL-2583 LAVAL-2584 LAVAL-3013 LAVAL-2585,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11076,tabledecompositiondesaliments-desa-2006,Table de composition des aliments /,,"Desaulniers, Marguerite,",,1944-,2e éd.,2006,2006.,,Montréal :,,"Département de nutrition, Université de Montréal,",,2 volumes,"2980501328, 9782980501326",75984153,,,,,,,YES,,,,YES,,,,,,,,LAVAL-2821 MONTREAL-3664 MONTREAL-3544,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
11716,vieassociativeetethnicitelediscoursdeleadersdorigineitaliennedelaregiondemo-ther-1993,Vie associative et ethnicite?. Le discours de leaders d'origine italienne de la re?gion de Montre?al /,,"Therrien, Marthe.",,,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,94 pages,"2921600021, 9782921600026",1131160414,,,,,,,YES,,,,,,,,,,,,LAVAL-2584 LAVAL-3012 LAVAL-3013 LAVAL-3011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11717,vieassociativeetethnicitelediscoursdeleadersdoriginelibanaisedelaregiondemo-polo-1993,Vie associative et ethnicite?. Le discours de leaders d'origine libanaise de la re?gion de Montre?al /,,"Polo, Anne-Lise,",,-1965,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,96 pages,"2921600056, 9782921600057",1131556939,,,,,,,YES,,,,,,,,,,,,LAVAL-3011 LAVAL-3013 LAVAL-3012,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11718,vieassociativeetethnicitelediscoursdeleadersjuifsdelaregiondemontreal-polo-1993,Vie associative et ethnicite?. Le discours de leaders juifs de la re?gion de Montre?al /,,"Polo, Anne-Lise,",,-1965,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,101 pages,"292160003X, 9782921600033",1131163062,,,,,,,YES,,,,,,,,,,,,LAVAL-2585 LAVAL-3011 LAVAL-3012 LAVAL-3013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,30ansdeliberteindexdesnoms19591989--1990,30 ans de Liberte :,index des noms : (1959-1989).,,,,,1990,1990.,,Montreal :,,"Université de Montréal, Département d'études françaises,",,115 pages,,299477382,,,,,,,YES,,,,YES,,,,,,,,LAVAL-11 MONTREAL-3947,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
84,actesdudeuxiemecolloqueinternationaldelinguistiqueetdetraductionmontreal47o--1972,"Actes du deuxie?me Colloque international de linguistique et de traduction, Montre?al, 4-7 octobre, 1972.",,,,,,1972,1973.,,[Montre?al] :,,"Presses de l'Universite? de Montre?al,",,289 p.,,872217319,,,,,,,YES,,,,,,,,,YES,,,UALBERTA-1334 LAVAL-38,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
170,albumsouvenirdesetudiantsetdesetudiantesdelafacultededroitdeluniversitedemo--1993,"Album-souvenir des étudiants et des étudiantes de la Faculté de droit de l'Université de Montréal, promotion 1993.",,,,,,1993,[1993],,[Montréal] :,,"[Faculté de droit, Université de Montréal],",,120 pages :,,53542982,,,,,,,,,,,YES,,,,,,,,MONTREAL-1981 MONTREAL-1888,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
225,analyseavantagescoutsdelafluorurationdeleau--1983,Analyse avantages-coûts de la fluoruration de l'eau /,,,,,,1983,1983.,,[Montréal] :,,"Groupe de recherche interdisciplinaire en santé, Université de Montréal,",,"ix, 64 feuillets :",,16063294,,,,,,,YES,,,,YES,,,,,,,,LAVAL-76 MONTREAL-3551 MONTREAL-518,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
346,analysevolumetriquemanueldetravauxpratiquesbscii-heum-1967,Analyse volumétrique :,manuel de travaux pratiques (B. Sc. II).,"Heumann, Walter.",,,,1967,1967.,,[Montréal] :,,"Université de Montréal, Faculté des Sciences, Dépt. de Chimie,",,56 pages,,53615848,,,,,,,,,,,YES,,,,,,,,MONTREAL-5906 MONTREAL-1985,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
